Date,Vegetable,Price,Location,Farmer
2023-08-30,Onion,27.94,Anna Nagar,Farmer C
2023-08-30,Carrot,25.21,Kodambakkam,Farmer F
2023-08-30,Cabbage,14.66,Adyar,Farmer H
2023-08-30,Spinach,13.97,Adyar,Farmer H
2023-08-30,Cauliflower,26.3,Thiruvanmiyur,Farmer D
2023-08-30,Broccoli,31.81,Adyar,Farmer H
2023-08-30,Eggplant,28.85,Potheri,Farmer D
2023-08-30,Capsicum,42.62,T. Nagar,Farmer D
2023-08-31,Tomato,20.11,Chromepet,Farmer E
2023-08-31,Potato,15.09,Thiruvanmiyur,Farmer I
2023-08-31,Onion,28.24,Kodambakkam,Farmer G
2023-08-31,Carrot,23.17,Potheri,Farmer D
2023-08-31,Cabbage,20.54,Anna Nagar,Farmer H
2023-08-31,Spinach,13.07,Anna Nagar,Farmer E
2023-08-31,Cauliflower,17.61,T. Nagar,Farmer B
2023-08-31,Broccoli,34.79,Anna Nagar,Farmer G
2023-08-31,Eggplant,27.29,Potheri,Farmer G
2023-08-31,Capsicum,42.9,Tambaram,Farmer G
2023-09-01,Tomato,24.61,Adyar,Farmer H
2023-09-01,Potato,11.88,Velachery,Farmer H
2023-09-01,Onion,32.94,Chromepet,Farmer C
2023-09-01,Carrot,26.29,Velachery,Farmer J
2023-09-01,Cabbage,13.21,Anna Nagar,Farmer G
2023-09-01,Spinach,8.49,Velachery,Farmer F
2023-09-01,Cauliflower,25.43,Potheri,Farmer E
2023-09-01,Broccoli,34.99,Guindy,Farmer B
2023-09-01,Eggplant,26.97,Potheri,Farmer F
2023-09-01,Capsicum,39.62,Adyar,Farmer I
2023-09-02,Tomato,19.45,T. Nagar,Farmer A
2023-09-02,Potato,12.25,Tambaram,Farmer A
2023-09-02,Onion,27.33,Guindy,Farmer F
2023-09-02,Carrot,23.14,Kodambakkam,Farmer E
2023-09-02,Cabbage,20.4,Adyar,Farmer A
2023-09-02,Spinach,7.53,Chromepet,Farmer E
2023-09-02,Cauliflower,19.88,Anna Nagar,Farmer I
2023-09-02,Broccoli,39.39,Velachery,Farmer J
2023-09-02,Eggplant,32.57,Chromepet,Farmer C
2023-09-02,Capsicum,42.35,T. Nagar,Farmer G
2023-09-03,Tomato,24.15,Velachery,Farmer E
2023-09-03,Potato,16.82,T. Nagar,Farmer H
2023-09-03,Onion,29.38,Adyar,Farmer F
2023-09-03,Carrot,22.06,T. Nagar,Farmer G
2023-09-03,Cabbage,16.79,Anna Nagar,Farmer C
2023-09-03,Spinach,11.1,Kodambakkam,Farmer J
2023-09-03,Cauliflower,17.58,Potheri,Farmer D
2023-09-03,Broccoli,39.6,T. Nagar,Farmer G
2023-09-03,Eggplant,31.71,Thiruvanmiyur,Farmer A
2023-09-03,Capsicum,43.55,T. Nagar,Farmer E
2023-09-04,Tomato,22.9,T. Nagar,Farmer H
2023-09-04,Potato,19.86,Kodambakkam,Farmer I
2023-09-04,Onion,27.8,Chromepet,Farmer I
2023-09-04,Carrot,27.89,Anna Nagar,Farmer I
2023-09-04,Cabbage,13.98,Tambaram,Farmer I
2023-09-04,Spinach,8.58,Anna Nagar,Farmer I
2023-09-04,Cauliflower,26.72,Potheri,Farmer B
2023-09-04,Broccoli,35.61,Thiruvanmiyur,Farmer D
2023-09-04,Eggplant,29.73,T. Nagar,Farmer D
2023-09-04,Capsicum,35.11,Chromepet,Farmer F
2023-09-05,Tomato,15.87,T. Nagar,Farmer F
2023-09-05,Potato,16.42,Adyar,Farmer H
2023-09-05,Onion,32.64,Tambaram,Farmer H
2023-09-05,Carrot,28.25,Velachery,Farmer H
2023-09-05,Cabbage,22.08,Thiruvanmiyur,Farmer H
2023-09-05,Spinach,10.0,Adyar,Farmer I
2023-09-05,Cauliflower,23.24,Adyar,Farmer A
2023-09-05,Broccoli,38.65,Kodambakkam,Farmer B
2023-09-05,Eggplant,23.23,Adyar,Farmer H
2023-09-05,Capsicum,41.82,Anna Nagar,Farmer G
2023-09-06,Tomato,19.08,Velachery,Farmer D
2023-09-06,Potato,18.46,Potheri,Farmer H
2023-09-06,Onion,25.15,Chromepet,Farmer A
2023-09-06,Carrot,22.53,T. Nagar,Farmer E
2023-09-06,Cabbage,13.89,Adyar,Farmer F
2023-09-06,Spinach,14.66,Guindy,Farmer A
2023-09-06,Cauliflower,21.28,Tambaram,Farmer G
2023-09-06,Broccoli,35.25,T. Nagar,Farmer I
2023-09-06,Eggplant,30.06,Tambaram,Farmer F
2023-09-06,Capsicum,43.77,Tambaram,Farmer B
2023-09-07,Tomato,17.23,Kodambakkam,Farmer F
2023-09-07,Potato,14.16,Velachery,Farmer J
2023-09-07,Onion,33.65,Kodambakkam,Farmer C
2023-09-07,Carrot,22.3,Anna Nagar,Farmer B
2023-09-07,Cabbage,17.37,Chromepet,Farmer J
2023-09-07,Spinach,9.17,Potheri,Farmer J
2023-09-07,Cauliflower,18.2,Potheri,Farmer J
2023-09-07,Broccoli,39.49,Guindy,Farmer G
2023-09-07,Eggplant,24.96,Guindy,Farmer G
2023-09-07,Capsicum,39.65,T. Nagar,Farmer F
2023-09-08,Tomato,16.8,T. Nagar,Farmer B
2023-09-08,Potato,15.49,Tambaram,Farmer H
2023-09-08,Onion,34.16,Anna Nagar,Farmer G
2023-09-08,Carrot,29.91,Thiruvanmiyur,Farmer A
2023-09-08,Cabbage,16.9,Velachery,Farmer H
2023-09-08,Spinach,8.1,Kodambakkam,Farmer B
2023-09-08,Cauliflower,25.28,Potheri,Farmer D
2023-09-08,Broccoli,32.62,Kodambakkam,Farmer D
2023-09-08,Eggplant,24.66,Thiruvanmiyur,Farmer F
2023-09-08,Capsicum,37.69,Thiruvanmiyur,Farmer E
2023-09-09,Tomato,17.72,Velachery,Farmer J
2023-09-09,Potato,14.85,Guindy,Farmer I
2023-09-09,Onion,28.89,Tambaram,Farmer D
2023-09-09,Carrot,27.06,Chromepet,Farmer E
2023-09-09,Cabbage,13.34,Kodambakkam,Farmer F
2023-09-09,Spinach,7.0,Anna Nagar,Farmer J
2023-09-09,Cauliflower,20.49,Velachery,Farmer B
2023-09-09,Broccoli,36.13,Potheri,Farmer D
2023-09-09,Eggplant,28.24,Tambaram,Farmer G
2023-09-09,Capsicum,40.47,Guindy,Farmer C
2023-09-10,Tomato,15.92,Kodambakkam,Farmer F
2023-09-10,Potato,16.98,Adyar,Farmer D
2023-09-10,Onion,31.74,Potheri,Farmer E
2023-09-10,Carrot,22.38,Kodambakkam,Farmer I
2023-09-10,Cabbage,22.49,Guindy,Farmer J
2023-09-10,Spinach,14.52,Tambaram,Farmer F
2023-09-10,Cauliflower,20.18,Thiruvanmiyur,Farmer A
2023-09-10,Broccoli,36.57,Adyar,Farmer A
2023-09-10,Eggplant,30.76,T. Nagar,Farmer B
2023-09-10,Capsicum,42.55,Tambaram,Farmer E
2023-09-11,Tomato,21.04,Adyar,Farmer H
2023-09-11,Potato,17.49,Anna Nagar,Farmer E
2023-09-11,Onion,31.05,Anna Nagar,Farmer E
2023-09-11,Carrot,23.92,Velachery,Farmer B
2023-09-11,Cabbage,20.43,Anna Nagar,Farmer E
2023-09-11,Spinach,7.62,Tambaram,Farmer H
2023-09-11,Cauliflower,21.74,T. Nagar,Farmer H
2023-09-11,Broccoli,32.93,Adyar,Farmer B
2023-09-11,Eggplant,27.47,Anna Nagar,Farmer E
2023-09-11,Capsicum,43.38,Guindy,Farmer B
2023-09-12,Tomato,17.81,Velachery,Farmer H
2023-09-12,Potato,11.22,Thiruvanmiyur,Farmer E
2023-09-12,Onion,31.84,Velachery,Farmer C
2023-09-12,Carrot,20.8,Thiruvanmiyur,Farmer A
2023-09-12,Cabbage,19.28,Chromepet,Farmer D
2023-09-12,Spinach,10.96,T. Nagar,Farmer G
2023-09-12,Cauliflower,22.75,T. Nagar,Farmer F
2023-09-12,Broccoli,32.27,Guindy,Farmer J
2023-09-12,Eggplant,27.92,Thiruvanmiyur,Farmer E
2023-09-12,Capsicum,41.59,Chromepet,Farmer I
2023-09-13,Tomato,22.75,Kodambakkam,Farmer J
2023-09-13,Potato,18.42,Chromepet,Farmer E
2023-09-13,Onion,34.71,Guindy,Farmer G
2023-09-13,Carrot,21.5,Potheri,Farmer F
2023-09-13,Cabbage,22.52,Potheri,Farmer B
2023-09-13,Spinach,8.22,Guindy,Farmer E
2023-09-13,Cauliflower,25.47,Anna Nagar,Farmer B
2023-09-13,Broccoli,37.77,Potheri,Farmer J
2023-09-13,Eggplant,24.29,Thiruvanmiyur,Farmer C
2023-09-13,Capsicum,41.81,Chromepet,Farmer I
2023-09-14,Tomato,23.46,T. Nagar,Farmer F
2023-09-14,Potato,11.87,Anna Nagar,Farmer E
2023-09-14,Onion,33.31,Chromepet,Farmer G
2023-09-14,Carrot,23.96,Chromepet,Farmer E
2023-09-14,Cabbage,15.05,Adyar,Farmer I
2023-09-14,Spinach,11.73,Tambaram,Farmer B
2023-09-14,Cauliflower,23.02,Thiruvanmiyur,Farmer D
2023-09-14,Broccoli,32.13,Kodambakkam,Farmer G
2023-09-14,Eggplant,24.3,Guindy,Farmer C
2023-09-14,Capsicum,44.31,T. Nagar,Farmer I
2023-09-15,Tomato,23.16,Kodambakkam,Farmer B
2023-09-15,Potato,18.05,Adyar,Farmer D
2023-09-15,Onion,26.83,Chromepet,Farmer H
2023-09-15,Carrot,23.81,T. Nagar,Farmer G
2023-09-15,Cabbage,21.15,Anna Nagar,Farmer G
2023-09-15,Spinach,6.7,Kodambakkam,Farmer H
2023-09-15,Cauliflower,23.92,Chromepet,Farmer J
2023-09-15,Broccoli,34.75,Tambaram,Farmer A
2023-09-15,Eggplant,24.48,Kodambakkam,Farmer D
2023-09-15,Capsicum,43.51,T. Nagar,Farmer I
2023-09-16,Tomato,21.19,Tambaram,Farmer F
2023-09-16,Potato,14.98,Velachery,Farmer F
2023-09-16,Onion,33.73,Tambaram,Farmer H
2023-09-16,Carrot,28.33,Adyar,Farmer E
2023-09-16,Cabbage,20.58,Thiruvanmiyur,Farmer H
2023-09-16,Spinach,8.75,Tambaram,Farmer I
2023-09-16,Cauliflower,19.24,Chromepet,Farmer I
2023-09-16,Broccoli,36.09,Chromepet,Farmer A
2023-09-16,Eggplant,30.56,Kodambakkam,Farmer I
2023-09-16,Capsicum,36.22,T. Nagar,Farmer G
2023-09-17,Tomato,19.37,Tambaram,Farmer B
2023-09-17,Potato,13.55,Anna Nagar,Farmer A
2023-09-17,Onion,29.99,Guindy,Farmer C
2023-09-17,Carrot,28.83,T. Nagar,Farmer J
2023-09-17,Cabbage,19.87,T. Nagar,Farmer D
2023-09-17,Spinach,10.75,Potheri,Farmer H
2023-09-17,Cauliflower,26.79,Guindy,Farmer I
2023-09-17,Broccoli,35.69,Guindy,Farmer D
2023-09-17,Eggplant,32.33,Chromepet,Farmer D
2023-09-17,Capsicum,42.84,Chromepet,Farmer B
2023-09-18,Tomato,16.81,Anna Nagar,Farmer A
2023-09-18,Potato,10.03,Tambaram,Farmer H
2023-09-18,Onion,30.64,Adyar,Farmer C
2023-09-18,Carrot,21.38,Kodambakkam,Farmer I
2023-09-18,Cabbage,22.84,Potheri,Farmer J
2023-09-18,Spinach,12.48,Thiruvanmiyur,Farmer G
2023-09-18,Cauliflower,19.37,Tambaram,Farmer C
2023-09-18,Broccoli,36.45,T. Nagar,Farmer J
2023-09-18,Eggplant,27.63,Anna Nagar,Farmer C
2023-09-18,Capsicum,44.39,Anna Nagar,Farmer G
2023-09-19,Tomato,24.45,T. Nagar,Farmer I
2023-09-19,Potato,10.62,Guindy,Farmer G
2023-09-19,Onion,29.69,Potheri,Farmer J
2023-09-19,Carrot,20.33,Tambaram,Farmer G
2023-09-19,Cabbage,21.06,Tambaram,Farmer I
2023-09-19,Spinach,9.02,Thiruvanmiyur,Farmer H
2023-09-19,Cauliflower,22.25,Adyar,Farmer D
2023-09-19,Broccoli,36.84,Potheri,Farmer G
2023-09-19,Eggplant,23.8,Adyar,Farmer I
2023-09-19,Capsicum,43.56,T. Nagar,Farmer D
2023-09-20,Tomato,18.66,Velachery,Farmer G
2023-09-20,Potato,15.52,Chromepet,Farmer E
2023-09-20,Onion,32.03,Velachery,Farmer C
2023-09-20,Carrot,24.58,Guindy,Farmer H
2023-09-20,Cabbage,21.75,Thiruvanmiyur,Farmer F
2023-09-20,Spinach,14.35,Adyar,Farmer G
2023-09-20,Cauliflower,24.7,Potheri,Farmer F
2023-09-20,Broccoli,39.03,Velachery,Farmer C
2023-09-20,Eggplant,31.96,T. Nagar,Farmer E
2023-09-20,Capsicum,41.05,T. Nagar,Farmer A
2023-09-21,Tomato,19.32,Guindy,Farmer G
2023-09-21,Potato,15.14,Tambaram,Farmer E
2023-09-21,Onion,30.23,Potheri,Farmer D
2023-09-21,Carrot,22.88,T. Nagar,Farmer H
2023-09-21,Cabbage,17.5,Chromepet,Farmer J
2023-09-21,Spinach,12.32,Guindy,Farmer C
2023-09-21,Cauliflower,17.7,Velachery,Farmer J
2023-09-21,Broccoli,30.5,Tambaram,Farmer G
2023-09-21,Eggplant,23.29,Potheri,Farmer J
2023-09-21,Capsicum,40.61,T. Nagar,Farmer J
2023-09-22,Tomato,18.83,Adyar,Farmer I
2023-09-22,Potato,16.16,Thiruvanmiyur,Farmer E
2023-09-22,Onion,29.47,Guindy,Farmer I
2023-09-22,Carrot,23.85,Chromepet,Farmer I
2023-09-22,Cabbage,18.39,Guindy,Farmer C
2023-09-22,Spinach,8.15,Adyar,Farmer G
2023-09-22,Cauliflower,22.51,Adyar,Farmer I
2023-09-22,Broccoli,31.53,Chromepet,Farmer G
2023-09-22,Eggplant,25.05,T. Nagar,Farmer B
2023-09-22,Capsicum,43.82,Potheri,Farmer J
2023-09-23,Tomato,21.41,Potheri,Farmer I
2023-09-23,Potato,14.78,Tambaram,Farmer F
2023-09-23,Onion,25.53,Thiruvanmiyur,Farmer H
2023-09-23,Carrot,23.06,Anna Nagar,Farmer F
2023-09-23,Cabbage,16.99,Tambaram,Farmer A
2023-09-23,Spinach,9.38,Potheri,Farmer F
2023-09-23,Cauliflower,26.5,Kodambakkam,Farmer J
2023-09-23,Broccoli,32.92,T. Nagar,Farmer D
2023-09-23,Eggplant,23.24,Kodambakkam,Farmer A
2023-09-23,Capsicum,40.86,Tambaram,Farmer A
2023-09-24,Tomato,18.64,Thiruvanmiyur,Farmer B
2023-09-24,Potato,12.74,Chromepet,Farmer H
2023-09-24,Onion,29.22,Kodambakkam,Farmer J
2023-09-24,Carrot,26.2,Adyar,Farmer E
2023-09-24,Cabbage,15.79,Tambaram,Farmer I
2023-09-24,Spinach,9.6,Anna Nagar,Farmer D
2023-09-24,Cauliflower,23.0,Adyar,Farmer I
2023-09-24,Broccoli,34.44,Thiruvanmiyur,Farmer B
2023-09-24,Eggplant,27.14,Chromepet,Farmer I
2023-09-24,Capsicum,42.78,Adyar,Farmer D
2023-09-25,Tomato,21.77,Kodambakkam,Farmer I
2023-09-25,Potato,10.87,Adyar,Farmer D
2023-09-25,Onion,34.54,Potheri,Farmer F
2023-09-25,Carrot,20.82,Chromepet,Farmer J
2023-09-25,Cabbage,18.95,Potheri,Farmer J
2023-09-25,Spinach,12.13,Chromepet,Farmer G
2023-09-25,Cauliflower,24.63,Velachery,Farmer C
2023-09-25,Broccoli,31.82,Anna Nagar,Farmer E
2023-09-25,Eggplant,26.79,Anna Nagar,Farmer E
2023-09-25,Capsicum,38.19,Velachery,Farmer G
2023-09-26,Tomato,19.9,Thiruvanmiyur,Farmer E
2023-09-26,Potato,17.9,T. Nagar,Farmer J
2023-09-26,Onion,27.74,Potheri,Farmer J
2023-09-26,Carrot,22.16,Velachery,Farmer G
2023-09-26,Cabbage,15.26,Kodambakkam,Farmer B
2023-09-26,Spinach,14.29,Tambaram,Farmer J
2023-09-26,Cauliflower,26.03,Adyar,Farmer I
2023-09-26,Broccoli,37.89,Chromepet,Farmer A
2023-09-26,Eggplant,26.64,Adyar,Farmer B
2023-09-26,Capsicum,37.66,Tambaram,Farmer I
2023-09-27,Tomato,15.8,Chromepet,Farmer B
2023-09-27,Potato,14.04,Tambaram,Farmer F
2023-09-27,Onion,31.76,Kodambakkam,Farmer E
2023-09-27,Carrot,20.91,Adyar,Farmer G
2023-09-27,Cabbage,17.38,Thiruvanmiyur,Farmer B
2023-09-27,Spinach,12.83,Tambaram,Farmer F
2023-09-27,Cauliflower,25.85,Adyar,Farmer I
2023-09-27,Broccoli,38.76,Guindy,Farmer E
2023-09-27,Eggplant,31.67,Velachery,Farmer A
2023-09-27,Capsicum,43.31,Adyar,Farmer C
2023-09-28,Tomato,18.82,T. Nagar,Farmer A
2023-09-28,Potato,14.13,Anna Nagar,Farmer G
2023-09-28,Onion,27.98,Adyar,Farmer D
2023-09-28,Carrot,27.7,Chromepet,Farmer A
2023-09-28,Cabbage,17.44,T. Nagar,Farmer B
2023-09-28,Spinach,12.89,Velachery,Farmer F
2023-09-28,Cauliflower,19.57,Thiruvanmiyur,Farmer B
2023-09-28,Broccoli,34.17,Velachery,Farmer E
2023-09-28,Eggplant,28.46,Anna Nagar,Farmer E
2023-09-28,Capsicum,37.7,Potheri,Farmer D
2023-09-29,Tomato,15.91,Adyar,Farmer A
2023-09-29,Potato,11.75,Tambaram,Farmer J
2023-09-29,Onion,25.25,Thiruvanmiyur,Farmer D
2023-09-29,Carrot,20.84,Chromepet,Farmer C
2023-09-29,Cabbage,13.54,Tambaram,Farmer H
2023-09-29,Spinach,6.54,Adyar,Farmer A
2023-09-29,Cauliflower,26.94,T. Nagar,Farmer E
2023-09-29,Broccoli,35.82,Tambaram,Farmer A
2023-09-29,Eggplant,27.18,Velachery,Farmer I
2023-09-29,Capsicum,44.71,Anna Nagar,Farmer G
2023-09-30,Tomato,20.53,Tambaram,Farmer D
2023-09-30,Potato,15.58,Guindy,Farmer E
2023-09-30,Onion,28.59,Velachery,Farmer J
2023-09-30,Carrot,21.25,Velachery,Farmer E
2023-09-30,Cabbage,14.03,Velachery,Farmer I
2023-09-30,Spinach,9.0,Anna Nagar,Farmer F
2023-09-30,Cauliflower,23.07,Chromepet,Farmer A
2023-09-30,Broccoli,37.06,Potheri,Farmer G
2023-09-30,Eggplant,30.28,T. Nagar,Farmer I
2023-09-30,Capsicum,41.67,Adyar,Farmer D
2023-10-01,Tomato,17.4,T. Nagar,Farmer I
2023-10-01,Potato,10.93,Adyar,Farmer A
2023-10-01,Onion,29.17,Guindy,Farmer B
2023-10-01,Carrot,27.52,Kodambakkam,Farmer A
2023-10-01,Cabbage,16.04,Kodambakkam,Farmer G
2023-10-01,Spinach,12.8,Tambaram,Farmer C
2023-10-01,Cauliflower,20.72,T. Nagar,Farmer J
2023-10-01,Broccoli,32.2,T. Nagar,Farmer B
2023-10-01,Eggplant,31.89,Tambaram,Farmer A
2023-10-01,Capsicum,38.45,Adyar,Farmer E
2023-10-02,Tomato,18.83,Thiruvanmiyur,Farmer A
2023-10-02,Potato,19.08,Adyar,Farmer F
2023-10-02,Onion,27.28,Tambaram,Farmer E
2023-10-02,Carrot,24.39,Adyar,Farmer J
2023-10-02,Cabbage,13.26,Adyar,Farmer B
2023-10-02,Spinach,13.45,T. Nagar,Farmer G
2023-10-02,Cauliflower,23.41,Adyar,Farmer D
2023-10-02,Broccoli,33.31,T. Nagar,Farmer J
2023-10-02,Eggplant,23.42,Chromepet,Farmer I
2023-10-02,Capsicum,35.94,Velachery,Farmer I
2023-10-03,Tomato,21.64,Thiruvanmiyur,Farmer C
2023-10-03,Potato,14.77,Kodambakkam,Farmer J
2023-10-03,Onion,26.29,Velachery,Farmer B
2023-10-03,Carrot,20.58,Thiruvanmiyur,Farmer A
2023-10-03,Cabbage,19.81,Velachery,Farmer G
2023-10-03,Spinach,5.79,Chromepet,Farmer I
2023-10-03,Cauliflower,20.48,Guindy,Farmer F
2023-10-03,Broccoli,32.65,Guindy,Farmer J
2023-10-03,Eggplant,32.75,Potheri,Farmer B
2023-10-03,Capsicum,35.11,Velachery,Farmer G
2023-10-04,Tomato,18.88,Chromepet,Farmer B
2023-10-04,Potato,16.78,Adyar,Farmer F
2023-10-04,Onion,27.9,Chromepet,Farmer G
2023-10-04,Carrot,23.96,Chromepet,Farmer D
2023-10-04,Cabbage,13.83,Tambaram,Farmer A
2023-10-04,Spinach,11.67,Adyar,Farmer I
2023-10-04,Cauliflower,23.6,Tambaram,Farmer H
2023-10-04,Broccoli,34.29,Thiruvanmiyur,Farmer D
2023-10-04,Eggplant,28.88,Chromepet,Farmer E
2023-10-04,Capsicum,43.95,Guindy,Farmer A
2023-10-05,Tomato,16.14,Adyar,Farmer I
2023-10-05,Potato,13.46,Velachery,Farmer A
2023-10-05,Onion,27.47,Chromepet,Farmer B
2023-10-05,Carrot,20.93,Kodambakkam,Farmer I
2023-10-05,Cabbage,19.58,Adyar,Farmer B
2023-10-05,Spinach,7.94,Guindy,Farmer J
2023-10-05,Cauliflower,23.83,Thiruvanmiyur,Farmer A
2023-10-05,Broccoli,30.84,Velachery,Farmer G
2023-10-05,Eggplant,29.66,Thiruvanmiyur,Farmer B
2023-10-05,Capsicum,36.45,Thiruvanmiyur,Farmer A
2023-10-06,Tomato,24.52,Velachery,Farmer C
2023-10-06,Potato,12.51,T. Nagar,Farmer J
2023-10-06,Onion,26.36,Chromepet,Farmer B
2023-10-06,Carrot,21.38,Kodambakkam,Farmer H
2023-10-06,Cabbage,16.06,Chromepet,Farmer I
2023-10-06,Spinach,9.86,Chromepet,Farmer C
2023-10-06,Cauliflower,20.6,Guindy,Farmer J
2023-10-06,Broccoli,34.14,T. Nagar,Farmer E
2023-10-06,Eggplant,30.85,Thiruvanmiyur,Farmer B
2023-10-06,Capsicum,36.56,Kodambakkam,Farmer G
2023-10-07,Tomato,16.53,T. Nagar,Farmer H
2023-10-07,Potato,17.43,Guindy,Farmer I
2023-10-07,Onion,30.12,Tambaram,Farmer I
2023-10-07,Carrot,23.43,Tambaram,Farmer H
2023-10-07,Cabbage,13.1,Velachery,Farmer J
2023-10-07,Spinach,6.23,Potheri,Farmer B
2023-10-07,Cauliflower,19.61,Thiruvanmiyur,Farmer H
2023-10-07,Broccoli,31.27,T. Nagar,Farmer G
2023-10-07,Eggplant,29.67,Guindy,Farmer F
2023-10-07,Capsicum,41.99,Anna Nagar,Farmer G
2023-10-08,Tomato,22.99,Kodambakkam,Farmer B
2023-10-08,Potato,12.69,Chromepet,Farmer B
2023-10-08,Onion,32.74,Velachery,Farmer I
2023-10-08,Carrot,26.53,Kodambakkam,Farmer I
2023-10-08,Cabbage,14.55,Thiruvanmiyur,Farmer C
2023-10-08,Spinach,10.85,Thiruvanmiyur,Farmer D
2023-10-08,Cauliflower,19.96,Potheri,Farmer C
2023-10-08,Broccoli,36.85,Guindy,Farmer D
2023-10-08,Eggplant,26.55,Potheri,Farmer F
2023-10-08,Capsicum,39.33,Velachery,Farmer F
2023-10-09,Tomato,21.35,Adyar,Farmer D
2023-10-09,Potato,17.85,Thiruvanmiyur,Farmer I
2023-10-09,Onion,32.78,Guindy,Farmer A
2023-10-09,Carrot,23.52,Adyar,Farmer J
2023-10-09,Cabbage,20.29,Potheri,Farmer C
2023-10-09,Spinach,14.43,Potheri,Farmer F
2023-10-09,Cauliflower,26.66,Kodambakkam,Farmer G
2023-10-09,Broccoli,34.82,Potheri,Farmer H
2023-10-09,Eggplant,32.17,Thiruvanmiyur,Farmer F
2023-10-09,Capsicum,39.98,Thiruvanmiyur,Farmer J
2023-10-10,Tomato,19.01,Tambaram,Farmer D
2023-10-10,Potato,13.57,T. Nagar,Farmer A
2023-10-10,Onion,32.35,Velachery,Farmer A
2023-10-10,Carrot,24.99,Anna Nagar,Farmer I
2023-10-10,Cabbage,21.04,T. Nagar,Farmer I
2023-10-10,Spinach,5.77,Potheri,Farmer G
2023-10-10,Cauliflower,20.67,Guindy,Farmer I
2023-10-10,Broccoli,32.93,Chromepet,Farmer I
2023-10-10,Eggplant,31.46,T. Nagar,Farmer C
2023-10-10,Capsicum,40.52,Tambaram,Farmer B
2023-10-11,Tomato,23.75,Tambaram,Farmer I
2023-10-11,Potato,19.8,Potheri,Farmer C
2023-10-11,Onion,27.11,T. Nagar,Farmer G
2023-10-11,Carrot,24.3,Adyar,Farmer B
2023-10-11,Cabbage,22.23,Velachery,Farmer E
2023-10-11,Spinach,5.95,Guindy,Farmer E
2023-10-11,Cauliflower,23.0,Kodambakkam,Farmer A
2023-10-11,Broccoli,34.63,Potheri,Farmer F
2023-10-11,Eggplant,24.88,Anna Nagar,Farmer G
2023-10-11,Capsicum,44.97,T. Nagar,Farmer G
2023-10-12,Tomato,22.62,Chromepet,Farmer C
2023-10-12,Potato,19.22,Chromepet,Farmer I
2023-10-12,Onion,32.54,Velachery,Farmer G
2023-10-12,Carrot,27.6,Chromepet,Farmer C
2023-10-12,Cabbage,21.89,Adyar,Farmer C
2023-10-12,Spinach,14.57,Kodambakkam,Farmer C
2023-10-12,Cauliflower,23.17,Potheri,Farmer C
2023-10-12,Broccoli,38.04,T. Nagar,Farmer G
2023-10-12,Eggplant,30.59,Velachery,Farmer E
2023-10-12,Capsicum,36.35,Velachery,Farmer B
2023-10-13,Tomato,22.01,T. Nagar,Farmer C
2023-10-13,Potato,13.44,Guindy,Farmer E
2023-10-13,Onion,27.2,Thiruvanmiyur,Farmer I
2023-10-13,Carrot,21.39,Tambaram,Farmer G
2023-10-13,Cabbage,17.19,T. Nagar,Farmer C
2023-10-13,Spinach,10.72,Thiruvanmiyur,Farmer D
2023-10-13,Cauliflower,17.43,Chromepet,Farmer D
2023-10-13,Broccoli,37.63,Anna Nagar,Farmer G
2023-10-13,Eggplant,24.36,Potheri,Farmer C
2023-10-13,Capsicum,41.82,Tambaram,Farmer G
2023-10-14,Tomato,15.01,Velachery,Farmer F
2023-10-14,Potato,12.38,Anna Nagar,Farmer G
2023-10-14,Onion,32.46,Chromepet,Farmer I
2023-10-14,Carrot,27.22,Kodambakkam,Farmer J
2023-10-14,Cabbage,15.66,Kodambakkam,Farmer J
2023-10-14,Spinach,12.13,Velachery,Farmer H
2023-10-14,Cauliflower,22.9,Thiruvanmiyur,Farmer J
2023-10-14,Broccoli,38.98,Velachery,Farmer H
2023-10-14,Eggplant,31.51,Anna Nagar,Farmer E
2023-10-14,Capsicum,37.57,Thiruvanmiyur,Farmer F
2023-10-15,Tomato,19.78,Kodambakkam,Farmer H
2023-10-15,Potato,10.6,Thiruvanmiyur,Farmer C
2023-10-15,Onion,27.17,Chromepet,Farmer B
2023-10-15,Carrot,24.61,Chromepet,Farmer E
2023-10-15,Cabbage,18.48,Guindy,Farmer J
2023-10-15,Spinach,10.65,Tambaram,Farmer D
2023-10-15,Cauliflower,19.03,Tambaram,Farmer B
2023-10-15,Broccoli,39.25,Velachery,Farmer F
2023-10-15,Eggplant,23.18,Potheri,Farmer F
2023-10-15,Capsicum,42.53,Velachery,Farmer H
2023-10-16,Tomato,20.81,T. Nagar,Farmer C
2023-10-16,Potato,10.27,Thiruvanmiyur,Farmer F
2023-10-16,Onion,27.6,Anna Nagar,Farmer D
2023-10-16,Carrot,23.02,Anna Nagar,Farmer C
2023-10-16,Cabbage,17.18,Velachery,Farmer I
2023-10-16,Spinach,12.3,Anna Nagar,Farmer G
2023-10-16,Cauliflower,21.22,Kodambakkam,Farmer I
2023-10-16,Broccoli,35.81,Thiruvanmiyur,Farmer G
2023-10-16,Eggplant,30.07,Adyar,Farmer I
2023-10-16,Capsicum,41.72,Thiruvanmiyur,Farmer B
2023-10-17,Tomato,23.66,Thiruvanmiyur,Farmer B
2023-10-17,Potato,15.27,Velachery,Farmer E
2023-10-17,Onion,33.62,Kodambakkam,Farmer E
2023-10-17,Carrot,25.08,Guindy,Farmer B
